id,primaryName,birth_date,death_year
10679,Audrey Lilyquist,02/11/1991,NULL
10680,Henry Seek,23/07/1984,NULL
10681,Toni Báez,22/12/1977,NULL
10682,Scott Leslie,28/07/1982,NULL
10683,Kamran Khimani,06/09/1982,NULL
10684,Majid Raza,23/02/1978,NULL
10685,Rae Swon,09/03/1982,NULL
10686,Adam Leavitt,25/02/1979,NULL
10687,Robert Lohr,08/07/1967,NULL
10688,Jonathan Anthony,21/08/1976,NULL
10689,Chris Anthony,25/06/1975,NULL
10690,June Elizabeth Williams,27/02/1983,NULL
10691,Carlos Moreno Jr.,10/12/1974,NULL
10692,Dan Mundell,12/05/1978,NULL
10693,Ivan Blindar,11/06/1977,NULL
10694,Jason Allison,12/12/1978,NULL
10695,Jen Hogan,14/09/1984,NULL
10696,Sarah Clarke,17/02/1972,NULL
10697,Brian O'Donnell,07/05/1969,26/09/2022 0:00
10698,Colleen McLaughlin,11/07/1970,NULL
10699,John Snedden,12/03/1982,NULL
10700,Dino Giancola,05/07/1980,NULL
10701,Robert Rsmooth Bishop,02/02/1982,NULL
10702,Eric Curtis,21/11/1982,NULL
10703,Kristin Clarke,02/04/1991,NULL
10704,Matthew Kohnen,19/01/1977,NULL
10705,Eyo Emmanuel,01/10/1981,NULL
10706,Helios Arreola,09/01/1980,NULL
10707,Atlanta Johnson,17/07/1972,NULL
10708,Jay Weigel,20/08/1975,NULL
10709,Susan Festus,25/09/1973,NULL
10710,Eloid Ruiz,19/07/1976,NULL
10711,Jack Lestrohan,15/04/1984,NULL
10712,David Gere,22/09/1975,NULL
10713,Tim Johnson,01/03/1981,NULL
10714,Anton Ansimov,07/08/1979,NULL
10715,Igor Omelchenko,19/04/1985,NULL
10716,Rana Jung Bahadur,26/06/1952,NULL
10717,Christi Berlane,15/06/1978,NULL
10718,Jaime Hill,24/05/1976,NULL
10719,Nydia Calon,25/12/1979,NULL
10720,Sahit Anand,01/08/1972,NULL
10721,Ishan Anuan Singh,02/05/1994,NULL
10722,Sneha Biswas,12/09/1974,NULL
10723,Lim Se-joo,22/03/1991,NULL
10724,David Alan Earnest,14/03/1986,NULL
10725,Karen Margrethe Gotfredsen,13/05/1977,NULL
10726,Hannes Krakolinig,15/06/1980,NULL
10727,Abe Laboriel Jr.,15/12/1971,NULL
10728,Ballu Saluja,03/10/1978,NULL
10729,Karen Strassman,20/11/1977,NULL
10730,Sam Witwer,09/02/1977,NULL
10731,Tommy Gene Surridge,25/03/1981,NULL
10732,Luuk Zonnenberg,08/05/1982,NULL
10733,Jason Graham,09/09/1980,NULL
10734,Brian Ray,02/10/1955,NULL
10735,Annie Young Frisbie,26/05/1973,NULL
10736,Joel Rothwell,19/07/1972,NULL
10737,Kelly Carlson,01/01/1976,NULL
10738,Okan Isik,18/10/1978,NULL
10739,Ben Davis,21/06/1961,NULL
10740,Im Chul-hyung,10/05/1974,NULL
10741,Aravinth Sundar,14/01/1973,NULL
10742,Steve Bowden,21/10/1981,NULL
10743,Leela Owen,22/05/2003,NULL
10744,Hassan Ayoubi,21/05/1973,NULL
10745,Dontworrybehappy,02/12/1981,NULL
10746,Vanessa Campbell,19/12/1976,NULL
10747,Cem Atik,21/09/1991,NULL
10748,Hilmi Alisanoglu,16/08/1977,NULL
10749,Brittany Beckett,26/12/1974,NULL
10750,Ambyr Childers,18/01/1988,NULL
10751,Stéphane De Groodt,08/03/1966,NULL
10752,Cali Lyn Brown,24/06/1981,NULL
10753,Javier Echániz,27/05/1978,NULL
10754,Rubén Esparza,07/07/1985,NULL
10755,Rosie Fellner,27/06/1978,NULL
10756,Javier Godino,08/03/1978,NULL
10757,Susan Goforth,24/10/1988,NULL
10758,Teresa-Jayne Hanlon,13/02/1967,NULL
10759,Teun Hilte,07/06/1978,NULL
10760,Leah Jaunzems,06/09/1971,NULL
10761,Takuzô Kadono,13/12/1948,NULL
10762,Amir Karimi,25/07/1982,NULL
10763,Denis Pekarev,19/10/1986,NULL
10764,Alonso O. Lara,06/06/1978,NULL
10765,Alper Erinç,09/12/1989,NULL
10766,Liliana Mazure,07/04/1983,NULL
10767,Renaud Mounier,19/07/1982,NULL
10768,Anurag Thakur,12/01/1986,NULL
10769,Bob Oschack,05/09/1980,NULL
10770,Nishank Verma,06/12/1976,NULL
10771,Dennis Therrian,08/04/1981,NULL
10772,Fran Camilo,23/03/1986,NULL
10773,Jorge Malpica,24/08/1983,NULL
10774,Axel Wursthorn,20/02/1985,NULL
10775,Chen Hu,25/05/1972,NULL
10776,Jay Adithya,14/01/1983,NULL
10777,Amanda Luthy,23/03/1974,NULL
10778,Sudheer Konderi,11/05/1978,NULL
10779,Charlie Dupont,05/05/1971,NULL
10780,Sebastian Kiefer,25/05/1976,NULL
10781,Lakisha Avery Stewart,22/10/1983,NULL
10782,Dan Payne,17/05/1972,NULL
10783,Rick Richardson,18/11/1982,NULL
10784,Shannon Young,26/07/1975,NULL
10785,Viddesh Gharpure,15/06/1997,NULL
10786,Nanaki Asthana,22/06/1971,NULL
10787,Tod Polson,16/07/1981,NULL
10788,Marcel Vaid,24/09/1980,NULL
10789,Ryan Edward Webb,18/04/1975,NULL
10790,Julian Clarke,12/10/1977,NULL
10791,Furtuna Aliu,23/10/1980,NULL
10792,Mike Cunliffe,22/02/1973,NULL
10793,Nathan Gray,11/02/1976,NULL
10794,Martin Singer,25/08/1977,NULL
10795,Charlie Suntress,04/02/1972,NULL
10796,Rob Hamilton,16/02/1980,NULL
10797,Gavin Wiesen,23/05/1981,NULL
10798,Elart Coello,27/07/1971,NULL
10799,Shelby Lee Parks,05/05/1977,NULL
10800,Peyman Moradi,08/08/1978,NULL
10801,Carin Bester,20/08/1983,NULL
10802,Aishwariyaa Bhaskaran,08/10/1974,NULL
10803,Neil Addison Beedie,16/02/1965,NULL
10804,William Yagi,23/04/1984,NULL
10805,Hendra Sirajuddin,23/02/1985,NULL
10806,Kaushik Ghantasala,18/01/1987,NULL
10807,Eric Abrams,20/11/1973,NULL
10808,Javier Ruiz Caldera,02/04/1976,NULL
10809,Zackary Adler,07/03/1975,NULL
10810,Ferdi Akarnur,17/10/1945,NULL
10811,Tatyana Pravnichenko,26/09/1976,NULL
10812,Samaire Armstrong,28/06/1980,NULL
10813,Mark Bakaitis,18/10/1981,NULL
10814,Nejat Birecik,11/12/1963,NULL
10815,Thierry Bizot,23/04/1980,NULL
10816,Lina Elleuch,12/05/1978,NULL
10817,Roddy Bottum,24/03/1963,NULL
10818,Yesim Ceren Bozoglu,06/05/1974,NULL
10819,Tamer Temel,15/08/1974,NULL
10820,Gracie Silva,20/04/2005,NULL
10821,Jesús del Cerro,10/12/1986,NULL
10822,Irya Gmeyner,15/03/1975,NULL
10823,Emma Ferreira,12/08/1973,NULL
10824,Abduzhamil Sadikov,27/05/1978,NULL
10825,Ibon Cormenzana,09/01/1972,NULL
10826,Master Alok,25/04/1985,NULL
10827,Pascale Declair,26/11/1977,NULL
10828,Marieh Delfino,25/08/1977,NULL
10829,Dharmendra Pal,19/05/1990,NULL
10830,Iain Dilthey,25/02/1971,NULL
10831,Burak Küçük,23/07/1987,NULL
10832,Johnny Dowers,06/02/1988,NULL
10833,Nabil Elouahabi,18/02/1975,NULL
10834,Sebastián Escofet,26/02/1974,NULL
10835,Samuel Irens,14/09/1982,NULL
10836,Mor Shauli,11/01/1984,NULL
10837,Shaneye Ferrell,01/07/1979,NULL
10838,Wayne Gurman,12/07/1969,NULL
10839,Demetrio Ulises Guzmán,18/04/1975,NULL
10840,Myles Hainsworth,10/10/1971,NULL
10841,Michelle Hanna,22/08/1987,NULL
10842,Timothy Krabill,23/06/1987,NULL
10843,Sören Hüper,07/11/1973,NULL
10844,Gamal Ismail,06/12/1933,08/03/2013 0:00
10845,Philippe Jeusette,25/08/1966,16/11/2022 0:00
10846,Fereydoun Jourak,20/09/1976,NULL
10847,Hannes Kaljujärv,23/01/1957,NULL
10848,Gábor Karalyos,03/10/1980,NULL
10849,Pinxu Long,13/07/1974,NULL
10850,Zhaofeng Li,09/09/1982,NULL
10851,Monish,03/02/1975,NULL
10852,Santhosh Reddy,04/07/1976,NULL
10853,Mariano Alvarez,28/12/1981,NULL
10854,Andrea Dratch,21/01/1973,NULL
10855,Juanma Lara,08/05/1963,NULL
10856,Yasmien Anderson,10/05/1980,NULL
10857,Jae Hee,19/04/1980,NULL
10858,Eva Löbau,06/06/1972,NULL
10859,Nwamiko Madden,01/09/1983,NULL
10860,Andrea Zuniga,03/07/1981,NULL
10861,Paul Marcarelli,17/11/1970,NULL
10862,Nino Martínez Sosa,22/06/1984,NULL
10863,David Llauger Meiselman,07/09/1964,NULL
10864,Francesco Miccichè,24/02/1966,NULL
10865,Brandon Milbradt,05/07/1977,NULL
10866,Estefania Bavassi,27/05/1976,NULL
10867,Gufi Paintal,04/02/1944,26/10/2023 0:00
10868,Efi Papatheodorou,15/02/1983,NULL
10869,Bagus Iman,06/09/1984,NULL
10870,Monica Arac de Nyeko,28/06/1976,NULL
10871,Rafael Ruiz Ávila,09/05/1980,NULL
10872,Donkey Kong,20/09/1984,NULL
10873,Dörte Hansen,17/01/1964,NULL
10874,Carlos Enderle,26/07/1990,NULL
10875,Glenn Rockowitz,04/09/1970,NULL
10876,Arnaud Roth,09/12/1972,NULL
10877,Alexander Rydell,24/07/1970,NULL
10878,Thomas Brodie-Sangster,06/08/1990,NULL
10879,Chris Santucci,21/08/1972,NULL
10880,Lorene Scafaria,08/02/1978,NULL
10881,Laurette Schillings,21/12/1980,NULL
10882,Ciccio Manassero,22/05/1989,NULL
10883,Harvey Almond,16/04/1970,NULL
10884,Pablo Schreiber,05/03/1978,NULL
10885,Crystal Dawson,28/11/1970,NULL
10886,Darathie Bhardwaj,10/04/1980,NULL
10887,Theeratorn Siriphunvaraporn,15/08/1976,NULL
10888,Tim Slade,27/04/1974,NULL
10889,Shu Hagiwara,22/02/1979,NULL
10890,Scott Sonneborn,14/02/1977,NULL
10891,Tezcan Keskin,09/03/1970,NULL
10892,Sameer Joshi,14/06/1986,NULL
10893,Piers Tempest,09/09/1978,NULL
10894,Yunus Emre Çelik,19/11/1982,NULL
10895,Necip Güleçer,12/01/1973,NULL
10896,Ugur Deniz Terzioglu,11/08/1983,NULL
10897,Oguz Aksaç,22/07/1972,NULL
10898,Erdinç Aksaç,18/04/1978,NULL
10899,Nathalie Trafford,20/09/1984,NULL
10900,Mohsen Kiani,02/09/1976,NULL
10901,Pongpat Wachirabunjong,12/10/1976,NULL
10902,Bernhard Wießner,01/06/1986,NULL
10903,Alex Gonzalez,01/03/1975,NULL
10904,Michael Winnick,19/04/1969,NULL
10905,Sarunyu Wongkrachang,07/08/1961,21/11/2020 0:00
10906,Hila Yaish,28/08/1978,NULL
10907,Julia Culbert,19/12/1975,NULL
10908,Mark Brooks,18/06/1981,NULL
10909,Shantilal Patel,09/04/1983,NULL
10910,Dennis Edwards,15/08/1983,NULL
10911,Burak Çelik,07/07/1977,NULL
10912,Carlos Morales,20/01/1982,NULL
10913,Tricia Roy,03/12/1984,NULL
10914,Anne Curtis,28/03/1985,NULL
10915,William Stancik,13/05/1979,NULL
10916,Joe Zumba,15/07/1990,NULL
10917,Alex Wood,22/07/1979,NULL
10918,Bennie Rockum,23/11/1981,NULL
10919,Bradford Robinson,20/05/1976,NULL
10920,Ole Marius Elvestad,05/02/1980,NULL
10921,Roger Hunt,17/10/1974,NULL
10922,Robin Brandt,27/02/1980,NULL
10923,Robert Vaughn,03/02/1985,NULL
10924,Angelique Ayoadé,15/08/1973,NULL
10925,Javier Santos Aguilar,19/11/1983,NULL
10926,Denis Streletskiy,09/03/1979,NULL
10927,Joe Dempsey,23/10/1979,NULL
10928,Nicole Cross,09/01/1973,NULL
10929,Kyle Hebert,07/12/1969,NULL
10930,Bre'Ana Nix,18/11/1978,NULL
10931,Ibrahim Koma,21/11/1987,NULL
10932,Frederick Lau,15/11/1989,NULL
10933,Brendan Mackey,06/10/1977,NULL
10934,Mansour Amen,17/08/1986,NULL
10935,Mishmee Das,16/01/1972,NULL
10936,Dimitri Meletis,08/11/1975,NULL
10937,Miftah Syafrian Yahya,22/11/1985,NULL
10938,Diosa Canales,25/01/1987,NULL
10939,Jeffrey Quizon,23/03/1973,NULL
10940,Mac Van Khoa,04/06/1981,NULL
10941,Mie Raja Lawak,10/07/1968,NULL
10942,Aprena Manrose,22/12/1976,NULL
10943,Shaun Sipos,20/10/1981,NULL
10944,Campbell Usher,03/12/1982,NULL
10945,Adel Khalaf,19/09/1978,NULL
10946,Mark Whittington,03/10/1986,NULL
10947,Kelli Barnett,22/03/1981,NULL
10948,Daniele Castelli,12/10/1974,NULL
10949,Giorgia Fiori,12/08/1992,NULL
10950,Stefan Vanek,26/09/1983,NULL
10951,Brooke Burke,07/03/1971,NULL
10952,Yukiko Ito,18/06/1978,NULL
10953,Trevor McCall,23/06/1974,NULL
10954,Vytautas Navikas,17/09/1979,NULL
10955,Karl Siemon,14/11/1976,NULL
10956,Alex Szuch,19/01/1988,NULL
10957,Bazza Cash,17/06/1978,NULL
10958,Oliver Sasse,13/01/1977,NULL
10959,David Hickey,13/01/1963,NULL
10960,Nuala Campbell,20/03/1982,NULL
10961,George Jones,21/11/1990,NULL
10962,Isabel Jones,06/09/1985,NULL
10963,Adam Jones,10/07/1978,NULL
10964,Emily Jones,26/07/1981,NULL
10965,Fabián Forte,21/10/1974,NULL
10966,Simone Hofmann,18/06/1968,NULL
10967,Tamsin Jeffrey,05/03/1977,NULL
10968,Jaan Stevens,21/07/1990,NULL
10969,Michiel Venmans,01/03/1978,NULL
10970,Sarah Schroeder-Matzkin,07/05/1975,NULL
10971,Jas Shelton,19/12/1974,NULL
10972,Kimberly Barnes,22/08/1973,NULL
10973,Chris Cowles,16/02/1989,NULL
10974,Donna Dubain,23/11/1978,NULL
10975,Ciska Faulkner,24/04/1981,NULL
10976,Johny Kuruvila,04/11/1983,NULL
10977,Christopher Messina,15/11/1982,NULL
10978,Taylor Storm,13/11/1978,NULL
10979,Khairrunizam Abdul Manan,12/01/1973,NULL
10980,Michael Clarke,09/09/1989,NULL
10981,Ru Xin,18/08/1977,NULL
10982,Jeny Rvc,10/12/1976,NULL
10983,Jesuso López,21/02/1979,NULL
10984,Alison Andersson,18/03/1979,NULL
10985,Bujar Asqeriu,24/07/1956,NULL
10986,Joma West,06/06/1985,NULL
10987,Julio Frías,26/03/1987,NULL
10988,Elvira Almonte,16/12/1982,NULL
10989,Chad Faust,11/06/1980,NULL
10990,Wayde Faust,01/06/1974,NULL
10991,Xhevdet Ferri,27/08/1960,12/02/2020 0:00
10992,Pedro García Ríos,02/04/1964,NULL
10993,Loup Pinard,01/08/1981,NULL
10994,Stephanie Denise Griffin,10/06/1974,NULL
10995,Eung-Hwi Heo,26/08/1978,NULL
10996,Brandon T. Jackson,20/04/1984,NULL
10997,T.J. Jagodowski,26/12/1971,NULL
10998,Zahrin Aris,05/03/1982,NULL
10999,Alex Khaskin,16/07/1975,NULL
11000,Elena Chubina,12/11/1983,NULL
11001,Phil Lollar,19/02/1972,NULL
11002,Kesslyne 'Kess' Occena,10/06/1984,NULL
11003,Sophia A. Meneses,09/06/1983,NULL
11004,Veigar Margeirsson,01/09/1974,NULL
11005,Kelsey Hodge,08/07/1988,NULL
11006,Johanna Peña,03/09/1971,NULL
11007,Joey Carlyle,15/05/1970,NULL
11008,Navid Negahban,11/05/1977,NULL
11009,Matthew Barr,15/07/1974,NULL
11010,Shin Hae-Gang,04/06/1980,NULL
11011,Hong Su-Dong,24/02/1975,NULL
11012,Ashwini Puneeth Rajkumar,25/06/1975,NULL
11013,Jean-François Boydens,28/08/1981,NULL
11014,Jozef Ozábal,28/08/1982,NULL
11015,Stuart Kimball,22/07/1985,NULL
11016,Michal Theer,12/06/1976,NULL
11017,Lily Anthonissen,13/06/1985,NULL
11018,Tomomi Tsutsui,08/09/1977,NULL
11019,Marilyn Hughes,02/12/1980,NULL
11020,Yan Vizinberg,13/05/1981,NULL
11021,Vinicius Toro,21/03/1976,NULL
11022,Monique Ramos Ara Poty Mattos,05/12/1987,NULL
11023,Samara Cristina Pará Mirim O. Martim,16/09/1986,NULL
11024,Lucas Augusto Martim,07/06/1981,NULL
11025,Sônia Barbosa Ara Mirim,17/05/1972,NULL
11026,Kuwar Shakti Singh,26/03/1975,NULL
11027,Tim Pearce,02/10/1976,NULL
11028,Michel Angély,19/06/1971,NULL
11029,David Wilder Savage,14/09/1981,NULL
11030,David Belle,26/09/1973,NULL
11031,Erom Cordeiro,22/09/1977,NULL
11032,Teodoro Costa,01/02/1967,NULL
11033,Sam Littlefield,12/10/1978,NULL
11034,Joel Navarro,01/01/1984,NULL
11035,Engin Tutus,13/04/1975,NULL
11036,Erdal Tutus,04/08/1981,NULL
11037,Cennet Sevran,17/01/1973,NULL
11038,Keith Jefferds,23/07/1972,NULL
11039,Sonny Barr,14/03/1981,NULL
11040,Knut Hoem,16/01/1974,NULL
11041,Yasemin Bozkurt,09/02/1984,NULL
11042,Greg Collins,17/05/1976,NULL
11043,Vladimír Kadlecík,01/12/1977,NULL
11044,Ondrej Bobík,14/10/1979,NULL
11045,Kent Allen,17/12/1971,NULL
11046,Peter Spoelstra,07/01/1981,NULL
11047,Ryuichi Mino,28/08/1983,NULL
11048,Shuhei Handa,07/03/1984,NULL
11049,Eriko Aso,02/06/1979,NULL
11050,Takafumi Murakami,20/03/1988,NULL
11051,Motoki Goda,06/12/1982,NULL
11052,Akina Yamada,20/04/1975,NULL
11053,Mami Tsutsumi,28/06/1975,NULL
11054,Shin'ichi Shirahata,06/12/1984,NULL
11055,Kintaro Konishi,28/05/1983,NULL
11056,Jayantha Amarasinghe,07/03/1981,NULL
11057,Jacob Cooney,19/08/1981,NULL
11058,Umesh Shankar,04/02/1978,NULL
11059,Arlene Muller,25/12/1981,NULL
11060,Reda Abd Elrazek,09/08/1989,NULL
11061,István Major,04/11/1962,NULL
11062,Kendra McDermott,17/09/1978,NULL
11063,Timothy Dolan,22/09/1973,NULL
11064,Lee Farber,11/07/1984,NULL
11065,Stacey Kramer,21/08/1982,NULL
11066,Yasar Kiliç,20/03/1977,NULL
11067,Mark Millen,04/02/1984,NULL
11068,Brian Allan,04/05/1976,NULL
11069,Nils Alan Eklund,06/09/1981,NULL
11070,Michaël Abiteboul,24/01/1972,NULL
11071,Ah-Niu,16/12/1976,NULL
11072,Ryan Adison Amen,18/06/1979,NULL
11073,An Gao,28/01/1972,NULL
11074,Tong Shangguan,20/01/1976,NULL
11075,Chloe Endean,10/04/1978,NULL
11076,Ven. Aludeniye Subodhi Thero,02/09/1976,NULL
11077,Chamara Ruwanthilake,12/01/1976,NULL
11078,Yohance Brinson,15/02/1976,NULL
11079,Ben Richards,01/09/2000,NULL
11080,Isaac Lengacher,08/04/1986,NULL
11081,Gage Ritter,23/11/1976,NULL
11082,Emma Kohlenberg,06/08/1981,NULL
11083,CiCi Harmon,02/02/1973,NULL
11084,Lucius Bryant,22/11/1978,NULL
11085,Cyril Colbeau-Justin,17/08/1970,24/08/2020 0:00
11086,Justin Foster,07/05/1985,NULL
11087,Jean-Baptiste Dupont,01/11/1973,NULL
11088,Li Xin Bo,05/05/1975,NULL
11089,JoJo Henrickson,05/05/1978,NULL
11090,Brigitte Hobmeier,16/12/1976,NULL
11091,Christine Manola,08/08/1980,NULL
11092,Ignacy Liss,16/11/1998,NULL
11093,Jung Jin-young,25/06/1964,NULL
11094,Lab Ky Mo,24/04/1975,NULL
11095,Raghavender Vuppuganti,09/09/1982,NULL
11096,Annette Lowcay,13/03/1981,NULL
11097,Michael Salmon,07/08/1976,NULL
11098,Clara María Ochoa,01/01/1978,NULL
11099,Dustin Rikert,21/11/1974,NULL
11100,Rob Sekersky,19/03/1977,NULL
11101,Ollie Aston,17/10/1981,NULL
11102,Juliana Yorio,14/05/1967,NULL
11103,Tony Dean Smith,16/03/1977,NULL
11104,Gabrielle Gulledge,07/06/1975,NULL
11105,Andrew Strahorn,02/09/1975,NULL
11106,Hermi Orihuela,17/07/1981,NULL
11107,Minna Treutiger,15/03/1971,NULL
11108,Jun Urbano,05/08/1939,17/09/2023 0:00
11109,Zoë Kennison,26/11/1979,NULL
11110,Luigi Ventriglia,20/01/1954,NULL
11111,Marko Zaror,28/12/1978,NULL
11112,Luke Ford,19/05/1981,NULL
11113,Quentin Letson,28/01/1983,NULL
11114,Chris Moore,10/07/1972,NULL
11115,Federica Folli,11/07/1992,NULL
11116,Ismail Murat Erdagi,11/02/1980,NULL
11117,Le Rêve Réveille,21/10/1983,NULL
11118,Christoph Bach,10/07/1975,NULL
11119,Jaren Brandt Bartlett,03/12/1988,NULL
11120,Emilio Garcia,14/09/1982,NULL
11121,Kukuh Prasetya,09/04/1985,NULL
11122,Orhan Kilic,15/05/1974,NULL
11123,Miguel Miño,04/01/1977,NULL
11124,Eduardo Pérez Goñi,20/11/1982,NULL
11125,Tanjin Tisha,28/06/1989,NULL
11126,Jochen Taubert,04/11/1983,NULL
11127,Linda Kirmse,20/10/1988,NULL
11128,Adam Hall,12/02/1978,NULL
11129,Janice Rios,10/11/1989,NULL
11130,Casey Evans Asante,16/03/1980,NULL
11131,James Yiyang Xu,10/06/1974,NULL
11132,Logan A. Ryan,23/01/1975,NULL
11133,Christian Andersen,10/08/1983,NULL
11134,Hanna Rosland,28/05/1975,NULL
11135,Alyssa Brackley,14/03/1980,NULL
11136,Lisa Chapman,15/10/1986,NULL
11137,Robert Tobin,12/08/1973,NULL
11138,Nejdet Arkin,27/07/1976,NULL
11139,Darren Barsby,07/08/1984,NULL
11140,Michael Beckmann,04/11/1976,NULL
11141,Rome Clanton,16/05/1977,NULL
11142,Ian Henry,10/11/1972,NULL
11143,Baburao Bhor,08/08/1983,NULL
11144,Óscar Jaenada,11/12/1975,NULL
11145,Ryuji Hirakawa,07/02/1981,NULL
11146,Vincent Maldonado,11/04/1979,NULL
11147,Ian Loyd,17/08/1974,NULL
11148,Shin'ya Hamada,04/04/1981,NULL
11149,Kaori Yoshida,09/12/1978,NULL
11150,Alicia Francis Lopes Cardoso,20/06/1979,NULL
11151,Alípio Freire,27/06/1972,NULL
11152,Shubhanshu Satyadeo,24/03/1980,NULL
11153,Raúl López,16/05/1987,NULL
11154,Ali Ebrahimi,06/12/1988,NULL
11155,Michele Ragno,27/11/1980,NULL
11156,Hunter King,03/01/1972,NULL
11157,Alvaro Almeyda,28/11/1984,NULL
11158,Alex Barber,17/04/1977,NULL
11159,Olivier Mille,07/02/1981,NULL
11160,Michelle Copeland,23/12/1978,NULL
11161,Adrian Copeland,05/10/1972,NULL
11162,Uli Fischer,27/12/1959,NULL
11163,Phil James,12/02/1975,NULL
11164,Andrew Spaulding,24/06/1982,NULL
11165,Amberr Washington,05/08/1979,NULL
11166,Douglas Clegg,06/02/1958,NULL
11167,Ramlakhan Verma,10/05/1985,NULL
11168,Geoff Bell,28/11/1963,NULL
11169,Stefano Basso,23/09/1986,NULL
11170,Marie Fleuret,17/12/1973,NULL
11171,Manysha Nayee,28/11/1974,NULL
11172,Peter Odunade,07/05/1966,NULL
11173,Drea Love,14/02/1979,NULL
11174,Jay Money Chase,12/01/1978,NULL
11175,Jessica Jacques,26/06/1981,NULL
11176,Will Janowitz,27/03/1980,NULL
11177,Kim Kyung-Taek,24/10/1977,NULL
11178,Billy Dunston,19/08/1972,NULL
11179,Dante,01/07/1970,NULL
11180,Evann Rodriguez,06/09/1983,NULL
11181,Gabriel Arricelli,24/02/1979,NULL
11182,Jérémy Vieillefon,10/08/1977,NULL
11183,Fabrice Rodriguez,08/04/1986,NULL
11184,Lilian Moreau,11/01/1971,NULL
11185,Evann Rodrgiuez,27/07/1978,NULL
11186,Emir Han Özcan,11/07/1976,NULL
11187,Mevlüt Tasci,10/10/1976,NULL
11188,Patrick Bracken,04/03/1984,NULL
11189,Gilles Masson,27/11/1991,NULL
11190,Adrienne Janic,08/04/1970,NULL
11191,Georgi Fomin,24/06/1982,NULL
11192,Emily Halpern,03/02/1978,NULL
11193,Amanda Lawrence,02/04/1986,NULL
11194,Tobias Enhus,14/09/1973,NULL
11195,Nicky Arezu Akmal,12/03/1966,NULL
11196,Sean Freeman,20/07/1984,NULL
11197,Orhan Aydin,02/06/1961,NULL
11198,Armagan Ballantyne,07/04/1975,NULL
11199,Martín König,14/05/1983,NULL
11200,Marqus Bobesich,26/10/1972,NULL
11201,Syam Ambadi,28/04/1979,NULL
11202,Virginie Bruant,13/02/1979,NULL
11203,Zeb Slone,11/10/1974,NULL
11204,Sevier Crespo,23/09/1976,NULL
11205,Michael Fassbender,22/12/1977,NULL
11206,Eamon Glancy,26/07/1980,27/04/2002 0:00
11207,Damien Gaudet,17/03/1986,NULL
11208,Alain Kappauf,07/02/1980,NULL
11209,Brendan Devane,02/06/1980,NULL
11210,Amy MacFarlane,19/06/1978,NULL
11211,Nate Adamsky,24/11/1987,NULL
11212,Richard Berger,06/01/1976,NULL
11213,Hélène Muddiman,14/07/1987,NULL
11214,Katerina Papoutsaki,12/02/1979,NULL
11215,Ariana Nieves,07/09/1977,NULL
11216,Pangeran Lantang,01/04/1977,NULL
11217,Rajpal Naurang Yadav,18/08/1971,NULL
11218,Solam Dejean-Lacréole,27/12/1981,NULL
11219,Madilyn Shipman,06/11/1975,NULL
11220,Rebecca Tarabocchia,07/07/1975,NULL
11221,Steele Burnand,27/07/1970,NULL
11222,Lee Wall,05/07/1983,NULL
11223,George Bangable,07/04/1994,NULL
11224,Zitta Zurbaghan,21/04/1979,NULL
11225,Margaux La Chapelle,06/08/1975,NULL
11226,Gustavo Camacho,19/10/1975,NULL
11227,Fumitake Karashima,01/08/1985,NULL
11228,Marko Jocic,22/05/1982,NULL
11229,Özer Aksoy,09/04/1981,NULL
11230,Lorenzo Leonard,25/10/1976,NULL
11231,Jonathan Togo,25/09/1977,NULL
11232,Antonella Marsili,26/04/1982,NULL
11233,Andrea Menard,27/03/1971,NULL
11234,Lolah Lace,21/09/1985,NULL
11235,Qing Wu,19/01/1981,NULL
11236,Hung Chilhyun,26/05/1977,NULL
11237,Nhat Trung,03/08/1983,NULL
11238,Lorenzo Rogan,15/06/1991,NULL
11239,Nij Alain,11/08/1980,NULL
11240,Charles Casillo,18/05/1977,NULL
11241,Julita Deka,04/05/1986,NULL
11242,Rodney Staton,10/03/1983,NULL
11243,Amber Alexander,03/03/1986,NULL
11244,Pwint Theingi Zaw,24/12/1983,NULL
11245,Htet Aung Kyaw,18/03/1982,NULL
11246,Thurain Oo,05/04/1987,NULL
11247,Ar Noe,02/02/1978,NULL
11248,Nancy Doyne,12/09/1974,NULL
11249,István Hajdu,08/06/1971,NULL
11250,Takako Sakai,03/08/1979,NULL
11251,Hiroshi Katsura,03/04/1978,NULL
11252,Tomoya Mochizuki,23/10/1980,NULL
11253,Ayumu Okumoto,16/09/1975,NULL
11254,Hitomi Kawano,22/06/1985,NULL
11255,Svyatoslav Petrov,14/05/1981,NULL
11256,Miya Savini,05/05/1987,NULL
11257,Jonathan Bennett,25/03/1981,NULL
11258,Chihara Junia,23/04/1974,NULL
11259,Danielle C. Ryan,03/07/1993,NULL
11260,Goran Dukic,18/12/1978,NULL
11261,G.J. Echternkamp,08/09/1983,NULL
11262,Miranda Frigon,21/06/1976,NULL
11263,Ilyssa Goodman,12/01/1984,NULL
11264,Nana Gouvea,08/04/1975,NULL
11265,Thu Nandar Aung,14/02/1987,NULL
11266,Jan-Hung Mak,14/11/1982,NULL
11267,Kuran Dhillon,25/10/1981,NULL
11268,Julia Larraguivel,06/08/1977,NULL
11269,Mikal P. Lazarev,21/12/1987,NULL
11270,Scoot McNairy,27/01/1977,NULL
11271,Ivaylo Penchev,08/08/1975,NULL
